DBN,Number of Test Takers,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,SCHOOLWIDE PUPIL-TEACHER RATIO.max,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,SCHOOLWIDE PUPIL-TEACHER RATIO.min,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 ADDITIONAL CREDIT,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg),2009-2010 OVERALL GRADE_is_nan,2009-2010 OVERALL GRADE_is_A,2009-2010 OVERALL GRADE_is_B,2009-2010 OVERALL GRADE_is_C,2009-2010 OVERALL GRADE_is_D,2009-2010 OVERALL GRADE_is_F,2009-2010 ENVIRONMENT GRADE_is_nan,2009-2010 ENVIRONMENT GRADE_is_A,2009-2010 ENVIRONMENT GRADE_is_B,2009-2010 ENVIRONMENT GRADE_is_C,2009-2010 ENVIRONMENT GRADE_is_D,2009-2010 ENVIRONMENT GRADE_is_F,2009-2010 PERFORMANCE GRADE_is_nan,2009-2010 PERFORMANCE GRADE_is_A,2009-2010 PERFORMANCE GRADE_is_B,2009-2010 PERFORMANCE GRADE_is_C,2009-2010 PERFORMANCE GRADE_is_D,2009-2010 PERFORMANCE GRADE_is_F,2009-2010 PROGRESS GRADE_is_nan,2009-2010 PROGRESS GRADE_is_A,2009-2010 PROGRESS GRADE_is_B,2009-2010 PROGRESS GRADE_is_C,2009-2010 PROGRESS GRADE_is_D,2009-2010 PROGRESS GRADE_is_F,2008-09 PROGRESS REPORT GRADE_is_nan,2008-09 PROGRESS REPORT GRADE_is_A,2008-09 PROGRESS REPORT GRADE_is_B,2008-09 PROGRESS REPORT GRADE_is_C,2008-09 PROGRESS REPORT GRADE_is_D,2008-09 PROGRESS REPORT GRADE_is_F
Q285,56,376.0,37.0,37.0,37.0,15.9,23.0,16.8,11.0,22.0,15.9,84.2894736842,28.0447368421,25.7894736842,30.2894736842,15.9,15.9,25.0,2.82,72.0,8.4,18.0,39.6,6.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Q425,302,2057.0,32.7,31.0,36.0,18.2,12.0,8.5,6.0,11.0,18.2,322.6,21.5075,14.2,26.0,18.2,18.2,25.0,2.45,61.1,8.3,12.9,36.9,3.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Q460,278,2170.0,35.3,35.0,37.0,18.1,11.0,11.0,10.0,11.0,18.1,300.731707317,26.843902439,21.3414634146,29.5853658537,18.1,18.1,25.0,2.45,51.2,8.5,10.5,29.2,3.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Q525,273,594.0,33.7,33.0,34.0,19.6,101.0,27.6,17.0,33.0,19.6,324.857142857,30.5785714286,23.7142857143,33.8571428571,19.6,19.6,25.0,3.98,80.4,11.3,24.0,45.1,0.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q670,61,355.0,33.0,33.0,35.0,17.7,24.0,24.0,11.0,24.0,17.7,125.68,30.22,25.0,33.32,17.7,17.7,25.0,2.7,46.9,6.8,12.3,24.8,3.0,2,1,0.5,1,0.5,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,2,100,2,1.0,0,0.0,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,91.9,34371,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q415,697,2044.0,39.0,39.0,39.0,22.2,10.0,10.0,10.0,10.0,22.2,425.975,25.635,19.675,28.4,22.2,22.2,26.0,3.03,63.0,8.0,15.7,31.8,7.5,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Q430,808,2028.0,37.8,37.0,41.0,20.9,13.0,12.1,10.0,13.0,20.9,406.681818182,26.3454545455,20.6136363636,29.1136363636,20.9,20.9,26.0,2.92,68.0,9.7,15.8,36.5,6.0,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q435,343,2060.0,38.0,38.0,38.0,21.0,7.0,7.0,5.0,7.0,21.0,291.939393939,23.5424242424,17.4545454545,26.4545454545,21.0,21.0,26.0,2.38,52.7,5.4,16.6,29.2,1.5,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Q495,732,1127.0,33.7,33.0,37.0,21.2,19.0,19.0,13.0,19.0,21.2,339.0,30.2285714286,24.2857142857,32.5428571429,21.2,21.2,26.0,3.08,69.4,9.2,15.1,31.6,13.5,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Q566,144,563.0,48.5,35.0,67.0,19.7,30.0,19.5,11.0,27.0,19.7,176.806451613,31.5129032258,26.9032258065,34.6774193548,19.7,19.7,26.0,2.8,61.8,8.3,17.3,36.2,0.0,2,0,0.0,2,1.0,0,0,2,100,0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,100,1,0.5,1,0.5,0,0.0,0,0,2,100,0,0.0,2,1.0,0,0,2,100,93.34,31988,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Q260,65,203.0,34.0,34.0,35.0,15.4,11.0,11.0,10.0,11.0,15.4,84.380952381,25.7238095238,22.0952380952,29.1428571429,15.4,15.4,27.0,2.45,51.4,5.5,15.9,30.0,0.0,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Q262,63,246.0,35.0,35.0,35.0,16.8,5.0,5.0,5.0,5.0,16.8,93.72,24.556,19.68,28.92,16.8,16.8,27.0,2.91,85.1,11.3,19.5,51.3,3.0,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q400,102,585.0,41.0,41.0,41.0,18.7,6.0,6.0,6.0,6.0,18.7,112.025,25.1275,22.5,27.575,18.7,18.7,27.0,2.13,49.6,7.6,10.0,30.5,1.5,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Q410,114,599.0,39.0,39.0,39.0,19.9,10.0,10.0,10.0,10.0,19.9,110.414634146,26.0707317073,23.0975609756,27.9756097561,19.9,19.9,27.0,2.05,37.8,6.1,9.4,22.3,0.0,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Q465,31,107.0,26.8,25.0,32.0,22.7,10.0,10.0,10.0,10.0,22.7,64.3333333333,21.0833333333,18.4166666667,23.5833333333,22.7,22.7,27.0,,,,,,,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Q475,397,2379.0,44.0,44.0,44.0,19.4,10.0,10.0,10.0,10.0,19.4,312.609756098,25.2756097561,21.512195122,27.2926829268,19.4,19.4,27.0,2.38,52.1,6.0,7.9,36.7,1.5,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Q480,302,1874.0,35.5,34.0,37.0,16.3,14.0,10.5,10.0,11.0,16.3,318.367346939,23.4469387755,18.3265306122,26.4693877551,16.3,16.3,27.0,2.32,60.6,7.7,9.3,34.6,9.0,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Q650,87,409.0,28.5,25.0,34.0,15.7,181.0,24.7,18.0,29.0,15.7,227.538461538,26.1846153846,21.0,30.3076923077,15.7,15.7,27.0,3.21,76.1,8.1,15.0,44.0,9.0,40,13,0.33,27,0.68,0,0,40,100,0,1,0.03,0,0.0,0,0.0,37,0.93,1,0.03,1,0.03,0,0.0,40,100,0,0.0,40,1.0,0,0.0,0,0,40,100,5,0.13,35,0.88,0,0,40,100,89.88,46007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Q440,627,1489.0,38.0,38.0,41.0,22.6,11.0,11.0,10.0,11.0,22.6,367.461538462,26.2333333333,19.8717948718,29.2564102564,22.6,22.6,28.0,2.87,70.3,6.9,15.3,40.6,7.5,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q470,153,1199.0,33.0,33.0,58.0,19.4,10.0,10.0,10.0,10.0,19.4,177.638888889,21.5555555556,17.8888888889,25.1666666667,19.4,19.4,28.0,2.26,45.0,7.3,8.6,29.1,0.0,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Q505,498,2278.0,40.0,40.0,43.0,18.4,10.0,10.0,10.0,10.0,18.4,427.636363636,28.596969697,20.6666666667,34.0,18.4,18.4,28.0,2.57,57.1,12.4,10.4,32.8,1.5,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Q620,529,1080.0,34.0,34.0,34.0,21.1,19.0,12.7,11.0,13.0,21.1,334.344827586,26.3034482759,21.9310344828,28.1034482759,21.1,21.1,28.0,2.89,70.1,8.7,19.3,37.6,4.5,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Q680,89,248.0,35.7,35.0,36.0,23.2,25.0,25.0,15.0,25.0,23.2,118.571428571,30.5666666667,26.9523809524,33.1904761905,23.2,23.2,28.0,3.54,67.1,6.2,18.2,42.7,0.0,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q687,99,262.0,29.0,25.0,34.0,16.0,87.0,22.0,11.0,25.0,16.0,133.307692308,24.9769230769,18.6153846154,30.3846153846,16.0,16.0,28.0,3.89,72.3,9.6,22.0,40.7,0.0,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q690,62,257.0,32.3,31.0,35.0,18.8,11.0,11.0,11.0,11.0,18.8,103.19047619,24.3380952381,20.380952381,27.3333333333,18.8,18.8,28.0,2.59,60.0,8.3,15.2,32.0,4.5,26,15,0.58,11,0.42,0,0,26,100,0,3,0.12,0,0.0,1,0.04,14,0.54,6,0.23,1,0.04,1,0.04,26,100,1,0.04,25,0.96,0,0.0,0,0,26,100,7,0.27,19,0.73,0,0,26,100,91.7,37009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Q248,46,215.0,32.0,32.0,32.0,14.7,16.0,16.0,12.0,16.0,14.7,74.9444444444,26.25,23.0555555556,29.0,14.7,14.7,29.0,2.43,70.0,7.3,15.1,46.1,1.5,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q259,42,309.0,28.5,28.0,31.0,16.2,10.0,10.0,10.0,10.0,16.2,80.1612903226,23.5129032258,20.9032258065,26.0967741935,16.2,16.2,29.0,2.54,72.7,9.4,18.1,42.2,3.0,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q265,55,250.0,34.0,34.0,35.0,16.9,11.0,11.0,11.0,11.0,16.9,63.125,25.590625,23.03125,28.09375,16.9,16.9,29.0,2.34,73.2,8.7,18.2,41.8,4.5,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q272,68,207.0,34.5,34.0,35.0,19.1,23.0,10.3,10.0,11.0,19.1,80.7407407407,25.937037037,21.3703703704,29.962962963,19.1,19.1,29.0,2.6,79.6,9.5,16.6,44.5,9.0,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q283,18,179.0,31.5,30.0,34.0,17.6,11.0,9.7,8.0,11.0,17.6,77.3333333333,24.1761904762,20.3333333333,27.2857142857,17.6,17.6,29.0,2.55,61.7,9.7,15.2,35.3,1.5,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Q492,59,236.0,32.3,30.0,39.0,16.7,10.0,10.0,10.0,10.0,16.7,102.8125,26.4,22.9375,30.0,16.7,16.7,29.0,2.61,48.5,5.0,14.1,29.4,0.0,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Q494,60,392.0,36.0,36.0,38.0,17.7,22.0,17.4,10.0,21.0,17.7,98.35,28.46,24.5,31.55,17.7,17.7,29.0,2.3,41.4,4.3,14.2,19.9,3.0,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Q496,52,263.0,36.7,34.0,38.0,20.8,11.0,11.0,10.0,11.0,20.8,97.8823529412,26.8941176471,22.1764705882,30.4117647059,20.8,20.8,29.0,2.15,46.6,6.1,11.2,29.3,0.0,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Q498,45,182.0,33.5,33.0,34.0,16.3,18.0,18.0,16.0,18.0,16.3,70.4583333333,28.0291666667,26.4583333333,29.9166666667,16.3,16.3,29.0,2.48,55.8,7.2,20.0,27.1,1.5,4,1,0.25,3,0.75,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4,100,1,0.25,3,0.75,0,0.0,0,0,4,100,0,0.0,4,1.0,0,0,4,100,92.14,27232,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q445,322,1817.0,37.0,37.0,37.0,20.1,11.0,11.0,10.0,11.0,20.1,314.95,24.8025,18.475,27.35,20.1,20.1,30.0,2.41,56.1,8.2,11.4,30.5,6.0,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Q450,296,1568.0,32.5,32.0,35.0,18.5,10.0,10.0,10.0,10.0,18.5,233.304347826,23.05,17.652173913,25.9782608696,18.5,18.5,30.0,2.47,55.4,6.3,12.3,32.3,4.5,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Q501,153,351.0,31.9,30.0,35.0,16.2,41.0,20.5,13.0,23.0,16.2,174.866666667,27.16,20.1333333333,32.4666666667,16.2,16.2,30.0,3.38,75.2,6.0,22.9,43.3,3.0,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Q502,140,548.0,35.0,35.0,38.0,15.6,10.0,10.0,10.0,10.0,15.6,119.756756757,25.7837837838,22.1891891892,28.4054054054,15.6,15.6,30.0,2.45,70.2,11.5,16.5,36.2,6.0,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Q555,147,635.0,33.7,33.0,38.0,15.9,11.0,11.0,10.0,11.0,15.9,215.315789474,25.2105263158,19.6315789474,28.1052631579,15.9,15.9,30.0,2.22,80.5,13.7,25.0,38.8,3.0,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Q575,120,341.0,36.0,36.0,38.0,19.1,27.0,24.0,12.0,27.0,19.1,127.777777778,31.5037037037,28.4814814815,33.5185185185,19.1,19.1,30.0,3.03,70.5,8.9,18.7,36.9,6.0,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Q580,64,149.0,24.8,23.0,27.0,13.5,11.0,11.0,11.0,11.0,13.5,83.9473684211,21.4894736842,19.3684210526,23.2631578947,13.5,13.5,30.0,3.58,71.4,8.5,18.5,44.4,0.0,6,4,0.67,2,0.33,0,0,6,100,0,5,0.83,0,0.0,0,0.0,1,0.17,0,0.0,0,0.0,0,0.0,6,100,1,0.17,5,0.83,0,0.0,0,0,6,100,1,0.17,5,0.83,0,0,6,100,92.79,39742,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
